drug_code,generic_name,brand_name,strength,source_pharmacy_name,destination_pharmacy_name,quantity,transaction_type,created_at
J81-0690-05308-01,Standardised lyophilisate of bacterial lysates,BRONCHOVAXOM,40 mg,FRN Retail Branch - Al Ain,FGH OR Pharmacy,10,TRANSFER_OUT,2026-05-31T11:19:36.032+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH ICU Pharmacy,15,TRANSFER_OUT,2026-05-31T19:17:01.004+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH ICU Pharmacy,15,TRANSFER_IN,2026-05-31T19:17:01.004+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,6,TRANSFER_IN,2026-06-01T01:48:51.882+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,6,TRANSFER_OUT,2026-06-01T01:48:51.882+00:00
EV7-B667-13525-01,Herbal Combination,VARISTASI Plus Gel ,9 Combination,FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,17,TRANSFER_OUT,2026-06-01T04:18:55.337+00:00
EV7-B667-13525-01,Herbal Combination,VARISTASI Plus Gel ,9 Combination,FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,17,TRANSFER_IN,2026-06-01T04:18:55.337+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FRN Retail Branch - Al Ain,FGH OR Pharmacy,1,TRANSFER_OUT,2026-06-01T11:53:34.28+00:00
F38-2125-01455-01,Combination - GELTEC POWER PLUS,GELTEC POWER PLUS,Combination,FRN Retail Branch - Al Ain,FGH OR Pharmacy,1,TRANSFER_IN,2026-06-01T11:53:34.28+00:00
J23-3705-05102-01,Simvastatin,NORMOLIP,10 mg,FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,5,TRANSFER_OUT,2026-06-02T03:39:29.57+00:00
J23-3705-05102-01,Simvastatin,NORMOLIP,10 mg,FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,5,TRANSFER_IN,2026-06-02T03:39:29.57+00:00
E50-B636-13360-01,Ivy leaves dry extract ethanolic 30% (m/m) ((5-7.5,PROSPAN COUGH MENTHOL,) : 7,FSC Cardiology Pharmacy,FRN Retail Branch - Khalifa City,15,TRANSFER_IN,2026-06-02T08:15:44.337+00:00
E50-B636-13360-01,Ivy leaves dry extract ethanolic 30% (m/m) ((5-7.5,PROSPAN COUGH MENTHOL,) : 7,FSC Cardiology Pharmacy,FRN Retail Branch - Khalifa City,15,TRANSFER_OUT,2026-06-02T08:15:44.337+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH Pediatric Pharmacy,1,TRANSFER_OUT,2026-06-02T18:14:32.712+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH Pediatric Pharmacy,1,TRANSFER_IN,2026-06-02T18:14:32.712+00:00
EY2-E273-04297-01,Pantoprazole Sodium,ZOLPRA,40 mg,Emergency Pharmacy,FGH ICU Pharmacy,18,TRANSFER_OUT,2026-06-02T19:35:27.946+00:00
EY2-E273-04297-01,Pantoprazole Sodium,ZOLPRA,40 mg,Emergency Pharmacy,FGH ICU Pharmacy,18,TRANSFER_IN,2026-06-02T19:35:27.946+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH OR Pharmacy,1,TRANSFER_IN,2026-06-03T03:47:16.56+00:00
EI3-4746-05035-02,Scopolamine,SCOPODERM,1.5 mg,FRN Retail Branch - Abu Dhabi,FGH OR Pharmacy,1,TRANSFER_OUT,2026-06-03T03:47:16.56+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,13,TRANSFER_OUT,2026-06-03T13:44:07.884+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH ICU Pharmacy,13,TRANSFER_IN,2026-06-03T13:44:07.884+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Oncology Pharmacy,FSC Ambulatory Care Pharmacy,17,TRANSFER_IN,2026-06-03T16:09:05.802+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Oncology Pharmacy,FSC Ambulatory Care Pharmacy,17,TRANSFER_OUT,2026-06-03T16:09:05.802+00:00
J94-0714-05007-01,Salbutamol Sulfate  (Albuterol),BUVENTOL EASYHALER,200 mcg,FRN Retail Branch - Khalifa City,FSC Ambulatory Care Pharmacy,17,TRANSFER_OUT,2026-06-03T21:11:57.015+00:00
J94-0714-05007-01,Salbutamol Sulfate  (Albuterol),BUVENTOL EASYHALER,200 mcg,FRN Retail Branch - Khalifa City,FSC Ambulatory Care Pharmacy,17,TRANSFER_IN,2026-06-03T21:11:57.015+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH Main Inpatient Pharmacy,30,TRANSFER_IN,2026-06-03T23:46:18.027+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH Main Inpatient Pharmacy,30,TRANSFER_OUT,2026-06-03T23:46:18.027+00:00
F69-4200-05724-01,"Inactivated Poliovirus - Type 2 (Strain MEF-1),Inactivated Poliovirus - Type 3 (Strain Saukett),Vaccine-Inactivated Poliovirus - Type 1 (Strain Mahoney)",POLIORIX,"8 DU/0.5ml,32 DU/0.5ml,41 DU/0.5ml",FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,22,TRANSFER_OUT,2026-06-04T04:13:49.105+00:00
F69-4200-05724-01,"Inactivated Poliovirus - Type 2 (Strain MEF-1),Inactivated Poliovirus - Type 3 (Strain Saukett),Vaccine-Inactivated Poliovirus - Type 1 (Strain Mahoney)",POLIORIX,"8 DU/0.5ml,32 DU/0.5ml,41 DU/0.5ml",FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,22,TRANSFER_IN,2026-06-04T04:13:49.105+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,18,TRANSFER_IN,2026-06-05T00:13:26.11+00:00
EV8-A451-08654-01,"Simethicone (Simeticone),Activated charcoal",Flatulex,"80 mg,250 mg",FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,18,TRANSFER_OUT,2026-06-05T00:13:26.11+00:00
EU7-A442-17781-01,Iscador P 10mg - Mistletoe plant extract (50 mg extract corresponds to an amount of 10 mg fresh plant material),ISCADOR P,50 mg/ml,FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,17,TRANSFER_OUT,2026-06-05T10:33:08.824+00:00
EU7-A442-17781-01,Iscador P 10mg - Mistletoe plant extract (50 mg extract corresponds to an amount of 10 mg fresh plant material),ISCADOR P,50 mg/ml,FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,17,TRANSFER_IN,2026-06-05T10:33:08.824+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH Pediatric Pharmacy,4,TRANSFER_IN,2026-06-05T21:04:12.564+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH Pediatric Pharmacy,4,TRANSFER_OUT,2026-06-05T21:04:12.564+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH Emergency Pharmacy,7,TRANSFER_OUT,2026-06-06T00:18:18.717+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH Emergency Pharmacy,7,TRANSFER_IN,2026-06-06T00:18:18.717+00:00
EC5-C450-02278-01,Febuxostat,FEBUVENT ,80 mg,FRN Retail Branch - Baniyas,FGH Emergency Pharmacy,30,TRANSFER_IN,2026-06-06T10:28:24.141+00:00
EC5-C450-02278-01,Febuxostat,FEBUVENT ,80 mg,FRN Retail Branch - Baniyas,FGH Emergency Pharmacy,30,TRANSFER_OUT,2026-06-06T10:28:24.141+00:00
F24-3666-02635-01,Glyceryl Trinitrate,NITRONAL AQUEOUS,1 mg/ml,FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,12,TRANSFER_OUT,2026-06-06T12:39:20.537+00:00
F24-3666-02635-01,Glyceryl Trinitrate,NITRONAL AQUEOUS,1 mg/ml,FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,12,TRANSFER_IN,2026-06-06T12:39:20.537+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,6,TRANSFER_IN,2026-06-06T18:29:45.43+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH Emergency Pharmacy,6,TRANSFER_OUT,2026-06-06T18:29:45.43+00:00
EC5-C450-02278-01,Febuxostat,FEBUVENT ,80 mg,FRN Retail Branch - Baniyas,FGH ICU Pharmacy,43,TRANSFER_OUT,2026-06-07T10:01:58.236+00:00
EC5-C450-02278-01,Febuxostat,FEBUVENT ,80 mg,FRN Retail Branch - Baniyas,FGH ICU Pharmacy,43,TRANSFER_IN,2026-06-07T10:01:58.236+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-06-07T10:35:02.325+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-06-07T10:35:02.325+00:00
F92-2145-03527-01,"Ginkgo Biloba Extract,Lyophilized Fish Roe",GENTAPLEX,"30 mg,570 mg",Emergency Pharmacy,FGH Emergency Pharmacy,6,TRANSFER_OUT,2026-06-07T14:48:34.718+00:00
F92-2145-03527-01,"Ginkgo Biloba Extract,Lyophilized Fish Roe",GENTAPLEX,"30 mg,570 mg",Emergency Pharmacy,FGH Emergency Pharmacy,6,TRANSFER_IN,2026-06-07T14:48:34.718+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH Emergency Pharmacy,7,TRANSFER_IN,2026-06-07T17:32:50.174+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH Emergency Pharmacy,7,TRANSFER_OUT,2026-06-07T17:32:50.174+00:00
J23-3596-03616-02,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,29,TRANSFER_IN,2026-06-07T21:20:49.373+00:00
J23-3596-03616-02,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Al Ain,FGH Main Inpatient Pharmacy,29,TRANSFER_OUT,2026-06-07T21:20:49.373+00:00
F74-2346-00133-01,Adefovir Dipivoxil,HEPSERA,10 mg,FRN Retail Branch - Al Ain,FRN Retail Branch - Abu Dhabi,15,TRANSFER_OUT,2026-06-07T22:31:39.53+00:00
F74-2346-00133-01,Adefovir Dipivoxil,HEPSERA,10 mg,FRN Retail Branch - Al Ain,FRN Retail Branch - Abu Dhabi,15,TRANSFER_IN,2026-06-07T22:31:39.53+00:00
J23-3577-04360-01,"Ascorbic Acid (Vitamin C),Paracetamol (Acetaminophen),Phenylephrine Hydrochloride",NEOMOL COLD & FLU,"40 mg,600 mg,10 mg",FRN Retail Branch - Khalifa City,FGH ICU Pharmacy,19,TRANSFER_IN,2026-06-08T02:58:27.887+00:00
J23-3577-04360-01,"Ascorbic Acid (Vitamin C),Paracetamol (Acetaminophen),Phenylephrine Hydrochloride",NEOMOL COLD & FLU,"40 mg,600 mg,10 mg",FRN Retail Branch - Khalifa City,FGH ICU Pharmacy,19,TRANSFER_OUT,2026-06-08T02:58:27.887+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,14,TRANSFER_OUT,2026-06-08T13:06:20.648+00:00
J30-6405-04174-01,Ondansetron,ZANAFRA,2 mg/ml,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,14,TRANSFER_IN,2026-06-08T13:06:20.648+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH ICU Pharmacy,28,TRANSFER_OUT,2026-06-08T19:29:44.704+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH ICU Pharmacy,28,TRANSFER_IN,2026-06-08T19:29:44.704+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH OR Pharmacy,4,TRANSFER_OUT,2026-06-08T20:42:34.532+00:00
J82-0611-00679-01,Betamethasone Valerate,BEVASON,0.1 mg/g,Emergency Pharmacy,FGH OR Pharmacy,4,TRANSFER_IN,2026-06-08T20:42:34.532+00:00
EE4-A335-10886-01,"Turpentine Oil,Menthol,Eucalyptus Oil,Wintergreen Oil ( Methyl Salicylate)",NNS KWIK-MOVING OINTMENT-QUICK RELIEF 100G,"3 %/1w/w,5 %/1w/w,2 %/1w/w,15 %/1w/w",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,10,TRANSFER_IN,2026-06-09T17:22:50.54+00:00
EE4-A335-10886-01,"Turpentine Oil,Menthol,Eucalyptus Oil,Wintergreen Oil ( Methyl Salicylate)",NNS KWIK-MOVING OINTMENT-QUICK RELIEF 100G,"3 %/1w/w,5 %/1w/w,2 %/1w/w,15 %/1w/w",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,10,TRANSFER_OUT,2026-06-09T17:22:50.54+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH Main Inpatient Pharmacy,26,TRANSFER_OUT,2026-06-10T08:08:29.437+00:00
J30-7058-00730-01,Bisoprolol Fumarate,PROLOBIS,5 mg,FSC Ambulatory Care Pharmacy,FGH Main Inpatient Pharmacy,26,TRANSFER_IN,2026-06-10T08:08:29.437+00:00
EV7-B667-13525-01,Herbal Combination,VARISTASI Plus Gel ,9 Combination,FGH OR Pharmacy,FalconMed Main Pharmacy,34,TRANSFER_OUT,2026-06-10T14:57:54.559+00:00
EV7-B667-13525-01,Herbal Combination,VARISTASI Plus Gel ,9 Combination,FGH OR Pharmacy,FalconMed Main Pharmacy,34,TRANSFER_IN,2026-06-10T14:57:54.559+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,25,TRANSFER_OUT,2026-06-10T23:30:00.326+00:00
DQ6-7747-00083-03,Acarbose,ACARBOSE,50 mg,Emergency Pharmacy,FGH Main Inpatient Pharmacy,25,TRANSFER_IN,2026-06-10T23:30:00.326+00:00
J88-1515-05674-01,Urea& Vitamin E,DU'IT FOOT & HEEL,Combination,FRN Retail Branch - Khalifa City,FRN Retail Branch - MBZ,30,TRANSFER_OUT,2026-06-11T13:58:04.571+00:00
J88-1515-05674-01,Urea& Vitamin E,DU'IT FOOT & HEEL,Combination,FRN Retail Branch - Khalifa City,FRN Retail Branch - MBZ,30,TRANSFER_IN,2026-06-11T13:58:04.571+00:00
DQ6-3173-03600-02,Megestrol Acetate,MEGESTROL ACETATE,40 mg/ml,FRN Retail Branch - Khalifa City,FRN Retail Branch - Abu Dhabi,13,TRANSFER_IN,2026-06-11T23:51:47.511+00:00
DQ6-3173-03600-02,Megestrol Acetate,MEGESTROL ACETATE,40 mg/ml,FRN Retail Branch - Khalifa City,FRN Retail Branch - Abu Dhabi,13,TRANSFER_OUT,2026-06-11T23:51:47.511+00:00
F91-E127-03894-01,"Iron amino acid chelate 10% (Elemental Iron 15mg),Zinc amino acid chelate 10% (Elemental Zinc 11mg),Copper amino acid chelate 6% (Elemental Copper 0.9mg),Molybdenum amino acid chelate 0.2% (Elemental Molybdenum 45mcg),Riboflavin (Vitamin B2),Pyridoxine HCl equivalent to 1.398mg Vitamin B6",EMITRON F CAPSULES,"150 mg/1 Capsule,110 mg/Capsule,15 mg/1 Capsule,22.5 mg/1 Capsule,1.3 mg/1 Capsule,1.7 mg/Capsule",FRN Retail Branch - MBZ,FSC Ambulatory Care Pharmacy,89,TRANSFER_OUT,2026-06-12T09:17:26.869+00:00
F91-E127-03894-01,"Iron amino acid chelate 10% (Elemental Iron 15mg),Zinc amino acid chelate 10% (Elemental Zinc 11mg),Copper amino acid chelate 6% (Elemental Copper 0.9mg),Molybdenum amino acid chelate 0.2% (Elemental Molybdenum 45mcg),Riboflavin (Vitamin B2),Pyridoxine HCl equivalent to 1.398mg Vitamin B6",EMITRON F CAPSULES,"150 mg/1 Capsule,110 mg/Capsule,15 mg/1 Capsule,22.5 mg/1 Capsule,1.3 mg/1 Capsule,1.7 mg/Capsule",FRN Retail Branch - MBZ,FSC Ambulatory Care Pharmacy,89,TRANSFER_IN,2026-06-12T09:17:26.869+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH Main Inpatient Pharmacy,23,TRANSFER_OUT,2026-06-13T01:45:59.151+00:00
J82-5823-03848-01,Mometasone Furoate,ZYNOVATE,1 mg/g,FSC Ambulatory Care Pharmacy,FGH Main Inpatient Pharmacy,23,TRANSFER_IN,2026-06-13T01:45:59.151+00:00
J91-8858-02821-01,Hydrocortisone,ORIOCORT,10 mg,FGH OR Pharmacy,FGH Main Inpatient Pharmacy,54,TRANSFER_IN,2026-06-13T09:52:28.403+00:00
J91-8858-02821-01,Hydrocortisone,ORIOCORT,10 mg,FGH OR Pharmacy,FGH Main Inpatient Pharmacy,54,TRANSFER_OUT,2026-06-13T09:52:28.403+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH ICU Pharmacy,30,TRANSFER_IN,2026-06-13T11:22:13.687+00:00
EY2-D519-13387-01,"Amlodipine (as besilate),Hydrochlorothiazide,Valsartan",Valdipine H,"10 mg/1Tablet,25 mg/1 Tablet,160 mg/1Tablet",FSC Ambulatory Care Pharmacy,FGH ICU Pharmacy,30,TRANSFER_OUT,2026-06-13T11:22:13.687+00:00
EE4-A335-10886-01,"Turpentine Oil,Menthol,Eucalyptus Oil,Wintergreen Oil ( Methyl Salicylate)",NNS KWIK-MOVING OINTMENT-QUICK RELIEF 100G,"3 %/1w/w,5 %/1w/w,2 %/1w/w,15 %/1w/w",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,3,TRANSFER_OUT,2026-06-13T17:05:19.029+00:00
EE4-A335-10886-01,"Turpentine Oil,Menthol,Eucalyptus Oil,Wintergreen Oil ( Methyl Salicylate)",NNS KWIK-MOVING OINTMENT-QUICK RELIEF 100G,"3 %/1w/w,5 %/1w/w,2 %/1w/w,15 %/1w/w",FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,3,TRANSFER_IN,2026-06-13T17:05:19.029+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH Emergency Pharmacy,8,TRANSFER_OUT,2026-06-13T18:31:01.114+00:00
E11-5398-05682-01,Ursodeoxycholic Acid,URSOFALK,250 mg,FRN Retail Branch - Al Ain,FGH Emergency Pharmacy,8,TRANSFER_IN,2026-06-13T18:31:01.114+00:00
J77-7181-00774-01,Bromocriptine Mesilate (Mesylate),BROMOCRIPTINE,2.5 mg,FRN Retail Branch - Abu Dhabi,FalconMed Main Pharmacy,59,TRANSFER_IN,2026-06-13T23:13:18.566+00:00
J77-7181-00774-01,Bromocriptine Mesilate (Mesylate),BROMOCRIPTINE,2.5 mg,FRN Retail Branch - Abu Dhabi,FalconMed Main Pharmacy,59,TRANSFER_OUT,2026-06-13T23:13:18.566+00:00
EI4-A361-06725-01,"Sodium chloride,Sodium Gluconate,Sodium Acetate,Potassium Chloride,Magnesium Chloride",PLASMA-LYTE 148 PH 7.4 VIAFLO,"526 mg/100ml,502 mg/100ml,368 mg/100ml,37 mg/100ml,30 mg/100ml",FSC Oncology Pharmacy,FSC Dialysis Pharmacy,35,TRANSFER_OUT,2026-06-14T04:11:35.985+00:00
EI4-A361-06725-01,"Sodium chloride,Sodium Gluconate,Sodium Acetate,Potassium Chloride,Magnesium Chloride",PLASMA-LYTE 148 PH 7.4 VIAFLO,"526 mg/100ml,502 mg/100ml,368 mg/100ml,37 mg/100ml,30 mg/100ml",FSC Oncology Pharmacy,FSC Dialysis Pharmacy,35,TRANSFER_IN,2026-06-14T04:11:35.985+00:00
E08-1742-02205-01,Ethinylestradiol,ETHINYL ESTRADIOL,10 mcg,FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,14,TRANSFER_OUT,2026-06-14T08:30:35.901+00:00
E08-1742-02205-01,Ethinylestradiol,ETHINYL ESTRADIOL,10 mcg,FRN Retail Branch - Khalifa City,FGH Emergency Pharmacy,14,TRANSFER_IN,2026-06-14T08:30:35.901+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH Emergency Pharmacy,8,TRANSFER_IN,2026-06-14T16:18:52.77+00:00
F91-E115-19588-01,Vonoprazan Fumarate 13.361 mg equivalent to Vonoprazan 10 mg,VONACAB,10 mg/1Tablet,Emergency Pharmacy,FGH Emergency Pharmacy,8,TRANSFER_OUT,2026-06-14T16:18:52.77+00:00
J23-3705-05102-01,Simvastatin,NORMOLIP,10 mg,FRN Retail Branch - MBZ,FGH OR Pharmacy,9,TRANSFER_IN,2026-06-14T16:44:11.635+00:00
J23-3705-05102-01,Simvastatin,NORMOLIP,10 mg,FRN Retail Branch - MBZ,FGH OR Pharmacy,9,TRANSFER_OUT,2026-06-14T16:44:11.635+00:00
E50-B636-13360-01,Ivy leaves dry extract ethanolic 30% (m/m) ((5-7.5,PROSPAN COUGH MENTHOL,) : 7,FSC Cardiology Pharmacy,FSC Day Surgery Pharmacy,16,TRANSFER_IN,2026-06-14T20:34:40.544+00:00
E50-B636-13360-01,Ivy leaves dry extract ethanolic 30% (m/m) ((5-7.5,PROSPAN COUGH MENTHOL,) : 7,FSC Cardiology Pharmacy,FSC Day Surgery Pharmacy,16,TRANSFER_OUT,2026-06-14T20:34:40.544+00:00
EA1-E285-20050-01,Fentanyl Citrate,XALTRIX,1200 mcg,FRN Retail Branch - Baniyas,FGH Pediatric Pharmacy,1,TRANSFER_OUT,2026-06-15T01:15:46.484+00:00
EA1-E285-20050-01,Fentanyl Citrate,XALTRIX,1200 mcg,FRN Retail Branch - Baniyas,FGH Pediatric Pharmacy,1,TRANSFER_IN,2026-06-15T01:15:46.484+00:00
F26-A071-10502-02,Combination (Cetaphil Pro Eczema Prone Skin body Moisturizing Lotion},CETAPHIL PRO ECZEMA PRONE SKIN BODY MOISTURIZING LOTION,0 Combination,FRN Retail Branch - Abu Dhabi,FRN Retail Branch - MBZ,7,TRANSFER_IN,2026-06-15T01:46:54.952+00:00
F26-A071-10502-02,Combination (Cetaphil Pro Eczema Prone Skin body Moisturizing Lotion},CETAPHIL PRO ECZEMA PRONE SKIN BODY MOISTURIZING LOTION,0 Combination,FRN Retail Branch - Abu Dhabi,FRN Retail Branch - MBZ,7,TRANSFER_OUT,2026-06-15T01:46:54.952+00:00
F26-1673-00132-02,"Adapalene,Benzoyl peroxide",EPIDUO,"1 mg/g,25 mg/g",FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,6,TRANSFER_OUT,2026-06-15T17:26:26.52+00:00
F26-1673-00132-02,"Adapalene,Benzoyl peroxide",EPIDUO,"1 mg/g,25 mg/g",FRN Retail Branch - Abu Dhabi,FGH Main Inpatient Pharmacy,6,TRANSFER_IN,2026-06-15T17:26:26.52+00:00
J81-0690-05308-01,Standardised lyophilisate of bacterial lysates,BRONCHOVAXOM,40 mg,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,39,TRANSFER_OUT,2026-06-15T22:38:39.868+00:00
J81-0690-05308-01,Standardised lyophilisate of bacterial lysates,BRONCHOVAXOM,40 mg,FRN Retail Branch - Al Ain,FGH ICU Pharmacy,39,TRANSFER_IN,2026-06-15T22:38:39.868+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,7,TRANSFER_OUT,2026-06-15T23:10:44.471+00:00
J23-3596-03616-03,Meloxicam,NEOXICAM,7.5 mg,FRN Retail Branch - Abu Dhabi,FGH Emergency Pharmacy,7,TRANSFER_IN,2026-06-15T23:10:44.471+00:00
J33-2294-03928-01,Multivitamin& Minerals,HAEMOGAIN,Combination,FGH OR Pharmacy,FSC Dialysis Pharmacy,67,TRANSFER_OUT,2026-06-16T05:30:02.224+00:00
J33-2294-03928-01,Multivitamin& Minerals,HAEMOGAIN,Combination,FGH OR Pharmacy,FSC Dialysis Pharmacy,67,TRANSFER_IN,2026-06-16T05:30:02.224+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,2,TRANSFER_OUT,2026-06-16T07:50:51.442+00:00
F91-E128-19620-01,Cholecalciferol (Vitamin D3) IP,Glovit DD,60000 IU/1 Capsules,FRN Retail Branch - MBZ,FGH Pediatric Pharmacy,2,TRANSFER_IN,2026-06-16T07:50:51.442+00:00
J23-3577-04360-01,"Ascorbic Acid (Vitamin C),Paracetamol (Acetaminophen),Phenylephrine Hydrochloride",NEOMOL COLD & FLU,"40 mg,600 mg,10 mg",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,38,TRANSFER_IN,2026-06-17T06:39:24.161+00:00
J23-3577-04360-01,"Ascorbic Acid (Vitamin C),Paracetamol (Acetaminophen),Phenylephrine Hydrochloride",NEOMOL COLD & FLU,"40 mg,600 mg,10 mg",FRN Retail Branch - Khalifa City,FGH Main Inpatient Pharmacy,38,TRANSFER_OUT,2026-06-17T06:39:24.161+00:00
EK2-A365-10933-01,"Sodium chloride,Potassium Chloride",POTASSIUM CHLORIDE AND SODIUM CHLORIDE VIAFLO,"9 g/1000ml,1.5 g/1000ml",FalconMed Main Pharmacy,Emergency Pharmacy,45,TRANSFER_OUT,2026-06-17T12:31:40.833+00:00
EK2-A365-10933-01,"Sodium chloride,Potassium Chloride",POTASSIUM CHLORIDE AND SODIUM CHLORIDE VIAFLO,"9 g/1000ml,1.5 g/1000ml",FalconMed Main Pharmacy,Emergency Pharmacy,45,TRANSFER_IN,2026-06-17T12:31:40.833+00:00
